start_index,end_index,time_constant,settling_time_95,settling_time_98,time_to_50_percent,time_to_10_percent,initial_velocity,decay_magnitude,r_squared
0,4352,0.03968752070039941,0.11906256210119823,0.15875008280159764,0.027509293076896316,0.0913838935426323,9.783250352978055,9.783250352978055,0.9996996185650906
